IV;Empty IV;00000000000000000000000000000000
IV;Kernel IV;508E4724DA2EF3B7E861A6032D1EEDC6
KEY;Bootloader Key;C0681465325EE0169F0C3E4AA28C54B2
KEY;RootFS Key before v1.06;60BD0BB7084A1C104141B6B6D95B97C4
KEY;RootFS Key after v1.06;FC815A31137863C5B078FB6F1C31A58E
KEY;Kernel Key;2B06C0D6B5A057F20FB949037860D056
KEY;SRAM Key;3C51DDF6AF5CEAD5C3B3327830B336D6
KEY;Anti-Clone Key;2B00B610000000000000000000000000
KEY;Anti-Clone Data;E7F2A5F6E9A53948426685B65530417E
